trade_id,pos_dt,book_cd,desk_cd,instmt_id,qty_nom,dirty_px,mkt_val_lcy,ccy_cd,isin,issuer_id,asset_cls_cd,maturity_dt,cpn_rt,ext_rating_cd,duration,cpty_nm,country_cd,sector_cd,int_rating_cd,watchlist_flg,dv01,mkt_val_eur,rating_band
TRD-00116,20241231,CRDT-USD-01,DESK-HY,INST-0036,29364607.63,101.847592,29907145.77,USD,XS6141226746,ISS-0035,CORP,20270728,8.091,SUB_IG,13.8512,Counterparty ISS-0035,CA,SOVGN,10,N,4142498.575089,27514574.11,NON_IG
TRD-00117,20241231,CRDT-GBP-01,DESK-EM,INST-0043,20599350.78,111.208221,22908171.54,USD,XS8737025391,ISS-0009,CORP,20411128,8.4031,BBB,9.1341,Counterparty ISS-0009,DE,SOVGN,3,N,2092455.296634,21075517.82,IG_STANDARD
TRD-00118,20241231,CRDT-EUR-02,DESK-IG,INST-0047,48423091.4,103.012303,49881741.63,EUR,XS7045593274,ISS-0027,SVRN,20390928,3.8262,AAA,3.4991,Counterparty ISS-0027,CH,CORP,6,N,1745412.021548,49881741.63,IG_PRIME
TRD-00119,20241231,CRDT-GBP-01,DESK-EM,INST-0007,25419886.09,89.641905,22786870.14,GBP,XS6633778586,ISS-0034,SVRN,20451128,3.4874,A,13.5444,Counterparty ISS-0034,CA,CORP,9,N,3086344.839229,26660638.06,IG_STANDARD
TRD-00120,20241231,CRDT-EUR-02,DESK-IG,INST-0015,17570688.31,101.687964,17867275.2,EUR,XS6002078344,ISS-0004,SVRN,20370128,2.6216,BBB,11.869,Counterparty ISS-0004,SE,FINAN,7,N,2120666.893871,17867275.2,IG_STANDARD
TRD-00121,20241231,CRDT-EUR-01,DESK-IG,INST-0049,28747590.22,109.216641,31397152.41,USD,XS6242173772,ISS-0035,CVRDBND,20330428,3.9867,BBB,0.9209,Counterparty ISS-0035,CA,SOVGN,10,N,289136.376514,28885380.22,IG_STANDARD
TRD-00122,20241231,CRDT-EUR-01,DESK-IG,INST-0039,1544763.73,93.198112,1439690.63,USD,XS5659161352,ISS-0029,ABS,20450928,5.4541,BBB,1.8541,Counterparty ISS-0029,NL,SOVGN,5,N,26693.303993,1324515.38,IG_STANDARD
TRD-00123,20241231,CRDT-GBP-01,DESK-EM,INST-0022,404678.89,111.095881,449581.58,EUR,XS6344160868,ISS-0017,SVRN,20300528,4.0055,SUB_IG,8.3767,Counterparty ISS-0017,SE,SOVGN,4,N,37660.10005,449581.58,NON_IG
TRD-00124,20241231,CRDT-EUR-02,DESK-IG,INST-0005,37074356.05,114.15431,42321975.34,EUR,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,6022755.66609,42321975.34,IG_STANDARD
TRD-00125,20241231,CRDT-EUR-01,DESK-IG,INST-0048,18872100.84,98.609374,18609660.5,EUR,XS7767538527,ISS-0038,CVRDBND,20250828,8.0419,BBB,4.8299,Counterparty ISS-0038,FR,SUPRA,1,N,898827.99244,18609660.5,IG_STANDARD
TRD-00126,20241231,CRDT-USD-01,DESK-HY,INST-0024,36107638.79,108.305069,39106403.11,EUR,XS4821286999,ISS-0008,SVRN,20421228,1.7436,A,4.5855,Counterparty ISS-0008,US,SUPRA,8,N,1793224.114416,39106403.11,IG_STANDARD
TRD-00127,20241231,CRDT-EUR-01,DESK-IG,INST-0004,7954753.87,103.535145,8235965.95,EUR,XS4944899549,ISS-0034,SVRN,20351028,4.4088,SUB_IG,2.1221,Counterparty ISS-0034,CA,CORP,9,N,174775.433503,8235965.95,NON_IG
TRD-00128,20241231,CRDT-EUR-01,DESK-IG,INST-0018,33130740.77,99.569851,32988229.22,GBP,XS1798112150,ISS-0033,SVRN,20271028,5.9017,AAA,3.9105,Counterparty ISS-0033,IT,CORP,3,N,1290004.703644,38596228.19,IG_PRIME
TRD-00129,20241231,CRDT-EUR-02,DESK-IG,INST-0027,10856891.37,100.370389,10897104.1,USD,XS1480494664,ISS-0001,CVRDBND,20291228,4.8647,SUB_IG,12.6016,Counterparty ISS-0001,DE,FINAN,5,Y,1373209.470439,10025335.77,NON_IG
TRD-00130,20241231,CRDT-GBP-01,DESK-EM,INST-0028,14233998.86,105.354588,14996170.85,USD,XS5474620894,ISS-0009,SVRN,20260628,7.6914,BBB,3.5461,Counterparty ISS-0009,DE,SOVGN,3,N,531779.214685,13796477.18,IG_STANDARD
TRD-00131,20241231,CRDT-EUR-02,DESK-IG,INST-0034,2366326.39,96.857902,2291974.1,USD,XS2140169349,ISS-0038,ABS,20440228,3.9765,AA,11.0639,Counterparty ISS-0038,FR,SUPRA,1,N,253581.721988,2108616.17,IG_PRIME
TRD-00132,20241231,CRDT-EUR-01,DESK-IG,INST-0001,15140826.16,91.337019,13829179.27,EUR,XS9573276057,ISS-0039,CVRDBND,20330928,8.2686,BBB,12.9813,Counterparty ISS-0039,GB,FINAN,3,N,1795207.248124,13829179.27,IG_STANDARD
TRD-00133,20241231,CRDT-USD-01,DESK-HY,INST-0049,14543411.85,88.59953,12885394.55,EUR,XS6242173772,ISS-0035,CVRDBND,20330428,3.9867,BBB,0.9209,Counterparty ISS-0035,CA,SOVGN,10,N,118661.598365,12885394.55,IG_STANDARD
TRD-00134,20241231,CRDT-EUR-02,DESK-IG,INST-0048,8867170.61,96.406223,8548504.27,GBP,XS7767538527,ISS-0038,CVRDBND,20250828,8.0419,BBB,4.8299,Counterparty ISS-0038,FR,SUPRA,1,N,412884.207837,10001750.0,IG_STANDARD
TRD-00135,20241231,CRDT-USD-01,DESK-HY,INST-0033,3696567.28,110.852931,4097753.18,EUR,XS7482848011,ISS-0018,ABS,20421128,3.1492,AAA,0.9002,Counterparty ISS-0018,DE,FINAN,4,N,36887.974093,4097753.18,IG_PRIME
TRD-00136,20241231,CRDT-EUR-01,DESK-IG,INST-0028,23041737.09,87.335878,20123703.39,EUR,XS5474620894,ISS-0009,SVRN,20260628,7.6914,BBB,3.5461,Counterparty ISS-0009,DE,SOVGN,3,N,713606.646055,20123703.39,IG_STANDARD
TRD-00137,20241231,CRDT-GBP-01,DESK-EM,INST-0037,28712644.08,106.284969,30517224.86,EUR,XS7049001493,ISS-0008,ABS,20340728,4.9353,NR,3.2817,Counterparty ISS-0008,US,SUPRA,8,N,1001483.768214,30517224.86,UNRATED
TRD-00138,20241231,CRDT-EUR-02,DESK-IG,INST-0019,20311112.12,113.985991,23151822.43,EUR,XS9760623742,ISS-0016,CORP,20380228,5.759,SUB_IG,8.6958,Counterparty ISS-0016,CH,SOVGN,10,N,2013236.175138,23151822.43,NON_IG
TRD-00139,20241231,CRDT-USD-01,DESK-HY,INST-0040,41618093.06,112.593093,46859098.22,GBP,XS1855256552,ISS-0020,SVRN,20260128,2.4587,NR,7.3895,Counterparty ISS-0020,NL,FINAN,5,N,3462653.063253,54825144.92,UNRATED
TRD-00140,20241231,CRDT-EUR-01,DESK-IG,INST-0028,12241492.09,102.666139,12567867.28,EUR,XS5474620894,ISS-0009,SVRN,20260628,7.6914,BBB,3.5461,Counterparty ISS-0009,DE,SOVGN,3,N,445669.141786,12567867.28,IG_STANDARD
TRD-00141,20241231,CRDT-EUR-01,DESK-IG,INST-0026,37315660.84,91.647162,34198744.14,USD,XS4311931853,ISS-0022,CORP,20331128,1.7927,AAA,6.9066,Counterparty ISS-0022,ES,CORP,6,N,2361970.46287,31462844.61,IG_PRIME
TRD-00142,20241231,CRDT-USD-01,DESK-HY,INST-0005,26577180.56,90.817111,24136627.57,USD,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,3434835.19621,22205697.36,IG_STANDARD
TRD-00143,20241231,CRDT-GBP-01,DESK-EM,INST-0023,47915345.11,104.363289,50006030.09,GBP,XS9623534576,ISS-0034,ABS,20340928,7.954,SUB_IG,2.002,Counterparty ISS-0034,CA,CORP,9,N,1001120.722452,58507055.21,NON_IG
TRD-00144,20241231,CRDT-USD-01,DESK-HY,INST-0016,7407566.49,90.918154,6734822.71,USD,XS3090237817,ISS-0028,CVRDBND,20340428,2.2416,A,1.348,Counterparty ISS-0028,US,FINAN,1,N,90785.410118,6196036.89,IG_STANDARD
TRD-00145,20241231,CRDT-USD-01,DESK-HY,INST-0049,8939591.83,108.185443,9671337.02,USD,XS6242173772,ISS-0035,CVRDBND,20330428,3.9867,BBB,0.9209,Counterparty ISS-0035,CA,SOVGN,10,N,89063.342651,8897630.06,IG_STANDARD
TRD-00146,20241231,CRDT-EUR-02,DESK-IG,INST-0030,34088560.57,111.461445,37995602.19,GBP,XS1106456634,ISS-0027,SVRN,20351228,6.7591,AA,6.4698,Counterparty ISS-0027,CH,CORP,6,N,2458239.470555,44454854.56,IG_PRIME
TRD-00147,20241231,CRDT-GBP-01,DESK-EM,INST-0041,7632774.33,87.048588,6644222.28,EUR,XS3472487690,ISS-0027,CORP,20371228,4.455,BBB,4.0378,Counterparty ISS-0027,CH,CORP,6,N,268280.407201,6644222.28,IG_STANDARD
TRD-00148,20241231,CRDT-EUR-02,DESK-IG,INST-0041,39836850.99,102.742593,40929413.68,USD,XS3472487690,ISS-0027,CORP,20371228,4.455,BBB,4.0378,Counterparty ISS-0027,CH,CORP,6,N,1652647.865437,37655060.59,IG_STANDARD
TRD-00149,20241231,CRDT-GBP-01,DESK-EM,INST-0033,15589351.75,98.557416,15364462.26,USD,XS7482848011,ISS-0018,ABS,20421128,3.1492,AAA,0.9002,Counterparty ISS-0018,DE,FINAN,4,N,138310.889228,14135305.28,IG_PRIME
TRD-00150,20241231,CRDT-EUR-01,DESK-IG,INST-0024,3928876.96,110.927501,4358205.03,USD,XS4821286999,ISS-0008,SVRN,20421228,1.7436,A,4.5855,Counterparty ISS-0008,US,SUPRA,8,N,199845.491609,4009548.63,IG_STANDARD
TRD-00151,20241231,CRDT-EUR-01,DESK-IG,INST-0040,23189311.78,101.629491,23567179.53,GBP,XS1855256552,ISS-0020,SVRN,20260128,2.4587,NR,7.3895,Counterparty ISS-0020,NL,FINAN,5,N,1741496.731252,27573600.05,UNRATED
TRD-00152,20241231,CRDT-EUR-01,DESK-IG,INST-0029,16144185.47,99.268871,16026150.65,EUR,XS9051829827,ISS-0007,SVRN,20291028,7.9061,NR,3.9327,Counterparty ISS-0007,AU,FINAN,4,N,630260.426542,16026150.65,UNRATED
TRD-00153,20241231,CRDT-USD-01,DESK-HY,INST-0004,5264743.68,111.973805,5895133.82,GBP,XS4944899549,ISS-0034,SVRN,20351028,4.4088,SUB_IG,2.1221,Counterparty ISS-0034,CA,CORP,9,N,125100.634837,6897306.57,NON_IG
TRD-00154,20241231,CRDT-GBP-01,DESK-EM,INST-0046,25276995.17,90.176767,22793977.04,USD,XS1346078411,ISS-0021,ABS,20320328,3.5643,A,2.7157,Counterparty ISS-0021,CH,SUPRA,6,N,619016.03445,20970458.88,IG_STANDARD
TRD-00155,20241231,CRDT-USD-01,DESK-HY,INST-0046,49550202.53,100.722057,49907983.24,GBP,XS1346078411,ISS-0021,ABS,20320328,3.5643,A,2.7157,Counterparty ISS-0021,CH,SUPRA,6,N,1355351.100737,58392340.39,IG_STANDARD
TRD-00156,20241231,CRDT-USD-01,DESK-HY,INST-0024,45905045.78,96.622497,44354601.48,EUR,XS4821286999,ISS-0008,SVRN,20421228,1.7436,A,4.5855,Counterparty ISS-0008,US,SUPRA,8,N,2033880.25094,44354601.48,IG_STANDARD
TRD-00157,20241231,CRDT-GBP-01,DESK-EM,INST-0044,2713039.33,103.926597,2819569.45,GBP,XS8995059760,ISS-0033,CVRDBND,20330828,6.5142,SUB_IG,12.678,Counterparty ISS-0033,IT,CORP,3,N,357465.01499,3298896.26,NON_IG
TRD-00158,20241231,CRDT-GBP-01,DESK-EM,INST-0005,4815846.78,105.35138,5073561.04,EUR,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,722008.324682,5073561.04,IG_STANDARD
TRD-00159,20241231,CRDT-GBP-01,DESK-EM,INST-0017,42593156.37,113.932301,48527363.12,GBP,XS1245522987,ISS-0021,CORP,20401028,4.5228,NR,12.8644,Counterparty ISS-0021,CH,SUPRA,6,N,6242754.101321,56777014.85,UNRATED
TRD-00160,20241231,CRDT-USD-01,DESK-HY,INST-0022,29178701.78,89.242851,26039905.35,USD,XS6344160868,ISS-0017,SVRN,20300528,4.0055,SUB_IG,8.3767,Counterparty ISS-0017,SE,SOVGN,4,N,2181284.751727,23956712.92,NON_IG
TRD-00161,20241231,CRDT-GBP-01,DESK-EM,INST-0020,34954150.14,96.75874,33821195.25,GBP,XS2349409434,ISS-0014,ABS,20370528,1.547,A,9.8598,Counterparty ISS-0014,DE,SOVGN,8,N,3334702.209572,39570798.44,IG_STANDARD
TRD-00162,20241231,CRDT-EUR-01,DESK-IG,INST-0020,32210313.84,94.854297,30552866.75,GBP,XS2349409434,ISS-0014,ABS,20370528,1.547,A,9.8598,Counterparty ISS-0014,DE,SOVGN,8,N,3012451.556253,35746854.1,IG_STANDARD
TRD-00163,20241231,CRDT-USD-01,DESK-HY,INST-0043,32336638.55,97.702191,31593604.36,USD,XS8737025391,ISS-0009,CORP,20411128,8.4031,BBB,9.1341,Counterparty ISS-0009,DE,SOVGN,3,N,2885791.415765,29066116.01,IG_STANDARD
TRD-00164,20241231,CRDT-GBP-01,DESK-EM,INST-0002,15512416.9,113.535079,17612034.78,EUR,XS8047877267,ISS-0008,CORP,20340228,3.9781,NR,7.079,Counterparty ISS-0008,US,SUPRA,8,N,1246755.942234,17612034.78,UNRATED
TRD-00165,20241231,CRDT-GBP-01,DESK-EM,INST-0050,9681061.16,114.999299,11133152.47,EUR,XS4110335359,ISS-0026,ABS,20290828,8.3458,NR,8.2448,Counterparty ISS-0026,IT,SUPRA,9,N,917906.154827,11133152.47,UNRATED
TRD-00166,20241231,CRDT-USD-01,DESK-HY,INST-0005,42236976.6,88.034223,37182994.17,EUR,XS1248786714,ISS-0016,ABS,20230630,7.5241,A,14.2308,Counterparty ISS-0016,CH,SOVGN,10,N,5291437.534131,37182994.17,IG_STANDARD
TRD-00167,20241231,CRDT-EUR-01,DESK-IG,INST-0043,43831999.35,103.540944,45384065.9,USD,XS8737025391,ISS-0009,CORP,20411128,8.4031,BBB,9.1341,Counterparty ISS-0009,DE,SOVGN,3,N,4145425.963469,41753340.63,IG_STANDARD
TRD-00168,20241231,CRDT-EUR-02,DESK-IG,INST-0010,9124213.76,105.785369,9652083.19,EUR,XS3030106617,ISS-0032,SVRN,20380828,2.0233,A,1.9055,Counterparty ISS-0032,CH,SUPRA,8,N,183920.445269,9652083.19,IG_STANDARD
TRD-00169,20241231,CRDT-USD-01,DESK-HY,INST-0047,2280252.15,95.928982,2187422.67,GBP,XS7045593274,ISS-0027,SVRN,20390928,3.8262,AAA,3.4991,Counterparty ISS-0027,CH,CORP,6,N,76540.106804,2559284.52,IG_PRIME
TRD-00170,20241231,CRDT-USD-01,DESK-HY,INST-0029,37644319.14,108.514011,40849360.61,EUR,XS9051829827,ISS-0007,SVRN,20291028,7.9061,NR,3.9327,Counterparty ISS-0007,AU,FINAN,4,N,1606482.804806,40849360.61,UNRATED
TRD-00171,20241231,CRDT-USD-01,DESK-HY,INST-0035,15542448.04,109.258716,16981479.16,USD,XS5791662169,ISS-0039,ABS,20311028,2.5378,BBB,10.7774,Counterparty ISS-0039,GB,FINAN,3,N,1830161.935364,15622960.83,IG_STANDARD
TRD-00172,20241231,CRDT-EUR-02,DESK-IG,INST-0013,33947510.57,102.112582,34664679.57,USD,XS6491309593,ISS-0012,SVRN,20270428,4.045,BBB,12.9896,Counterparty ISS-0012,FR,FINAN,7,N,4502803.217132,31891505.2,IG_STANDARD
TRD-00173,20241231,CRDT-EUR-02,DESK-IG,INST-0030,38928389.46,100.087201,38962335.4,USD,XS1106456634,ISS-0027,SVRN,20351228,6.7591,AA,6.4698,Counterparty ISS-0027,CH,CORP,6,N,2520785.176026,35845348.57,IG_PRIME
TRD-00174,20241231,CRDT-EUR-02,DESK-IG,INST-0011,40082835.29,89.151956,35734631.68,EUR,XS7060638140,ISS-0028,CVRDBND,20261228,5.8869,A,14.7704,Counterparty ISS-0028,US,FINAN,1,N,5278148.037854,35734631.68,IG_STANDARD
TRD-00175,20241231,CRDT-GBP-01,DESK-EM,INST-0004,24081473.71,96.136363,23151052.98,GBP,XS4944899549,ISS-0034,SVRN,20351028,4.4088,SUB_IG,2.1221,Counterparty ISS-0034,CA,CORP,9,N,491288.495322,27086731.99,NON_IG
TRD-00176,20241231,CRDT-EUR-01,DESK-IG,INST-0046,14324644.4,107.893505,15455360.92,EUR,XS1346078411,ISS-0021,ABS,20320328,3.5643,A,2.7157,Counterparty ISS-0021,CH,SUPRA,6,N,419721.236557,15455360.92,IG_STANDARD
TRD-00177,20241231,CRDT-GBP-01,DESK-EM,INST-0029,7452697.93,98.124177,7312898.51,GBP,XS9051829827,ISS-0007,SVRN,20291028,7.9061,NR,3.9327,Counterparty ISS-0007,AU,FINAN,4,N,287594.359628,8556091.26,UNRATED
TRD-00178,20241231,CRDT-USD-01,DESK-HY,INST-0029,46530549.16,97.446907,45342580.97,EUR,XS9051829827,ISS-0007,SVRN,20291028,7.9061,NR,3.9327,Counterparty ISS-0007,AU,FINAN,4,N,1783187.681671,45342580.97,UNRATED
TRD-00179,20241231,CRDT-EUR-02,DESK-IG,INST-0033,11865325.89,114.835761,13625637.28,USD,XS7482848011,ISS-0018,ABS,20421128,3.1492,AAA,0.9002,Counterparty ISS-0018,DE,FINAN,4,N,122657.986803,12535586.3,IG_PRIME
TRD-00180,20241231,CRDT-GBP-01,DESK-EM,INST-0015,16002375.28,87.972494,14077688.63,USD,XS6002078344,ISS-0004,SVRN,20370128,2.6216,BBB,11.869,Counterparty ISS-0004,SE,FINAN,7,N,1670880.863857,12951473.54,IG_STANDARD
