TX_ID,CUSTOMER_ID,TX_DATE,PRODUCT_ID,QUANTITY,AMOUNT_LOCAL,CURRENCY
1295,1103,2023-10-23,2008,3,103.22,USD
1296,1358,2023-06-12,2027,1,53.8,USD
1297,1414,2023-06-26,2030,1,152.83,EUR
1298,1245,2023-04-25,2041,3,143.64,EUR
1299,1169,2023-03-10,2042,1,156.16,EUR
1300,1050,2023-08-16,2049,8,8.56,SEK
1301,1171,2023-05-19,2007,4,90.62,USD
1302,1311,2023-05-04,2047,7,124.56,EUR
1303,1016,2023-12-17,2022,2,43.05,EUR
1304,1249,2023-02-06,2006,2,84.93,USD
1305,1224,2023-10-06,2037,8,127.08,DKK
1306,1326,2023-10-27,2044,8,178.91,USD
1307,1469,2023-06-16,2020,6,8.52,DKK
1308,1220,2023-01-25,2018,6,25.47,USD
1309,1348,2023-11-18,2036,7,104.09,EUR
1310,1463,2023-11-25,2013,4,184.7,EUR
1311,1413,2023-08-12,2031,1,66.16,EUR
1312,1470,2023-04-07,2006,7,128.38,DKK
1313,1302,2023-05-02,2017,1,85.22,EUR
1314,1375,2023-09-30,2039,4,42.75,EUR
1315,1397,2023-07-08,2025,6,97.68,USD
1316,1298,2023-08-20,2010,4,142.16,EUR
1317,1267,2023-12-01,2024,7,136.34,EUR
1318,1168,2023-01-22,2033,2,199.34,USD
1319,1197,2023-04-03,2030,5,25.93,EUR
1320,1400,2023-05-25,2032,9,122.24,EUR
1321,1427,2023-12-04,2000,1,188.52,USD
1322,1109,2023-08-17,2016,7,177.72,DKK
1323,1357,2023-10-16,2003,7,115.53,EUR
1324,1098,2023-10-31,2043,5,80.16,USD
1325,1363,2023-10-07,2027,4,-33.92,USD
1326,1140,2023-03-14,2042,5,93.77,EUR
1327,1020,2023-05-07,2040,1,47.97,EUR
1328,1120,2023-11-29,2008,2,152.21,EUR
1329,1168,2023-07-11,2007,9,106.77,EUR
1330,1197,2023-05-13,2005,4,140.49,DKK
1331,1128,2023-01-07,2001,8,210.67,USD
1332,1055,2023-10-04,2032,9,107.48,EUR
1333,1371,2023-03-03,2049,1,-3.73,DKK
1334,1260,2023-02-08,2017,5,99.82,EUR
1335,1056,2023-01-20,2047,1,72.15,EUR
1336,1416,2023-05-25,2022,8,99.41,EUR
1337,1426,2023-08-05,2010,9,64.16,USD
1338,1114,2023-11-06,2048,9,70.77,EUR
1339,1053,2023-04-19,2036,9,97.29,USD
1340,1175,2023-07-11,2012,5,47.46,EUR
1341,1175,2023-04-26,2003,9,170.05,USD
1342,1492,2023-10-06,2019,6,176.68,EUR
1343,1421,2023-09-28,2037,4,51.16,SEK
1344,1285,2023-01-08,2026,5,90.06,USD
1345,1344,2023-02-14,2029,9,112.7,EUR
1346,1244,2023-02-15,2015,9,103.16,DKK
1347,1182,2023-01-03,2012,4,194.35,EUR
1348,1207,2023-02-13,2030,2,127.43,USD
1349,1424,2023-08-23,2037,2,96.96,USD
1350,1240,2023-09-25,2015,2,-2.13,EUR
1351,1400,2023-11-21,2001,5,60.52,SEK
1352,1463,2023-11-12,2030,6,40.51,DKK
1353,1119,2023-09-20,2026,3,168.53,EUR
1354,1093,2023-08-26,2042,5,62.19,DKK
1355,1216,2023-06-04,2033,5,133.05,EUR
1356,1295,2023-04-05,2041,5,129.08,EUR
1357,1406,2023-08-01,2023,3,114.46,USD
1358,1363,2023-06-04,2011,8,39.1,EUR
1359,1173,2023-10-20,2021,2,145.84,SEK
1360,1351,2023-03-23,2012,5,102.88,EUR
1361,1434,2023-04-08,2002,2,39.31,EUR
1362,1081,2023-10-18,2023,4,66.05,USD
1363,1363,2023-05-17,2004,4,77.05,USD
1364,1366,2023-06-24,2002,9,103.27,EUR
1365,1173,2023-09-28,2024,6,72.23,EUR
1366,1481,2023-12-23,2029,3,67.44,EUR
1367,1414,2023-12-26,2005,5,98.73,EUR
1368,1247,2023-05-31,2021,1,142.25,EUR
1369,1183,2023-09-15,2042,1,52.48,USD
1370,1198,2023-05-26,2018,8,79.52,DKK
1371,1354,2023-10-07,2038,4,117.18,SEK
1372,1493,2023-12-14,2011,8,77.97,EUR
1373,1141,2023-02-16,2021,6,204.61,EUR
1374,1376,2023-09-25,2016,2,111.49,USD
1375,1154,2023-07-05,2018,5,89.14,USD
1376,1393,2023-03-27,2027,1,82.33,EUR
1377,1221,2023-07-02,2039,9,134.67,EUR
1378,1077,2023-07-25,2013,1,105.71,DKK
1379,1075,2023-05-25,2012,6,121.15,EUR
1380,1103,2023-03-07,2035,1,43.75,EUR
1381,1398,2023-12-27,2043,7,126.68,EUR
1382,1442,2023-05-15,2044,1,88.47,USD
1383,1167,2023-03-12,2035,1,58.29,EUR
1384,1167,2023-04-24,2016,8,-51.12,EUR
1385,1365,2023-11-28,2031,4,17.43,USD
1386,1204,2023-01-31,2009,9,98.68,USD
1387,1230,2023-04-24,2037,7,174.79,EUR
1388,1072,2023-03-03,2038,9,70.6,EUR
1389,1418,2023-09-06,2026,9,124.22,EUR
1390,1199,2023-08-22,2002,2,84.2,EUR
1391,1186,2023-09-04,2040,8,130.07,EUR
1392,1191,2023-08-27,2015,6,38.79,USD
1393,1222,2023-02-17,2016,8,11.93,USD
1394,1010,2023-08-15,2016,5,26.31,EUR
1395,1281,2023-10-12,2002,3,81.57,EUR
1396,1268,2023-02-27,2008,8,-5.17,EUR
1397,1376,2023-04-25,2040,1,26.4,USD
1398,1468,2023-09-19,2032,1,199.16,EUR
1399,1447,2023-06-12,2037,4,143.66,USD
1400,1194,2023-03-01,2039,3,87.63,DKK
1401,1271,2023-05-15,2030,1,60.59,EUR
1402,1285,2023-01-30,2011,5,113.38,EUR
1403,1278,2023-11-08,2012,3,139.51,EUR
1404,1321,2023-09-27,2017,6,65.33,USD
1405,1256,2023-05-09,2004,8,3.93,SEK
1406,1123,2023-09-22,2027,7,85.31,USD
1407,1136,2023-09-14,2013,3,109.75,DKK
1408,1002,2023-04-09,2047,3,93.03,DKK
1409,1190,2023-08-21,2013,9,150.92,EUR
1410,1409,2023-09-09,2043,4,142.48,DKK
1411,1136,2023-11-20,2023,9,156.4,USD
1412,1371,2023-04-24,2034,1,130.11,EUR
1413,1381,2023-11-15,2002,5,109.08,DKK
1414,1319,2023-06-25,2021,9,120.93,DKK
1415,1223,2023-04-06,2028,5,40.1,SEK
1416,1460,2023-01-25,2029,7,94.66,DKK
1417,1454,2023-01-02,2004,2,41.45,EUR
1418,1382,2023-08-08,2021,9,46.5,EUR
1419,1287,2023-01-09,2041,7,139.01,USD
1420,1155,2023-04-08,2024,6,76.86,EUR
1421,1206,2023-11-27,2012,7,87.1,EUR
1422,1125,2023-06-23,2043,6,127.51,EUR
1423,1130,2023-03-23,2031,9,38.02,DKK
1424,1286,2023-12-15,2033,2,100.34,EUR
1425,1474,2023-07-05,2024,1,116.13,USD
1426,1002,2023-05-05,2011,9,217.92,EUR
1427,1053,2023-08-03,2014,5,27.94,SEK
1428,1117,2023-12-12,2024,3,-24.06,USD
1429,1029,2023-01-02,2037,7,134.85,EUR
1430,1041,2023-12-29,2042,2,146.25,DKK
1431,1473,2023-06-07,2023,5,51.18,EUR
1432,1363,2023-05-09,2007,9,137.95,EUR
1433,1321,2023-07-10,2028,2,101.76,EUR
1434,1472,2023-12-04,2005,8,32.85,EUR
1435,1216,2023-01-14,2016,1,138.76,USD
1436,1115,2023-07-05,2041,7,128.26,EUR
1437,1314,2023-07-01,2048,8,77.51,EUR
1438,1358,2023-09-03,2020,3,97.59,SEK
1439,1048,2023-04-26,2027,5,141.97,EUR
1440,1143,2023-09-21,2023,5,160.55,EUR
1441,1402,2023-12-24,2033,3,52.98,DKK
1442,1092,2023-01-26,2041,9,127.4,DKK
1443,1357,2023-06-27,2046,7,102.14,EUR
1444,1171,2023-10-09,2013,8,76.35,EUR
1445,1180,2023-04-14,2032,6,107.17,EUR
1446,1012,2023-04-29,2013,6,100.36,DKK
1447,1038,2023-02-17,2030,5,157.32,EUR
1448,1391,2023-01-12,2024,5,100.64,USD
1449,1486,2023-01-16,2016,4,110.87,DKK
1450,1312,2023-05-10,2031,1,35.45,EUR
1451,1216,2023-10-31,2044,2,64.21,EUR
1452,1281,2023-01-15,2030,4,64.98,EUR
1453,1437,2023-11-03,2023,3,22.15,USD
1454,1419,2023-06-23,2039,5,106.52,EUR
1455,1481,2023-09-01,2031,9,134.75,EUR
1456,1172,2023-05-18,2019,4,109.22,DKK
1457,1265,2023-05-01,2036,1,85.33,EUR
1458,1397,2023-12-14,2030,4,106.62,SEK
1459,1227,2023-10-16,2000,1,38.38,EUR
1460,1372,2023-09-14,2036,9,13.54,DKK
1461,1123,2023-10-30,2048,7,57.38,EUR
1462,1268,2023-11-07,2015,8,94.23,SEK
1463,1245,2023-01-07,2019,2,39.1,EUR
1464,1249,2023-12-26,2039,2,83.26,EUR
1465,1440,2023-09-07,2014,3,88.15,DKK
1466,1280,2023-10-25,2023,8,114.51,DKK
1467,1480,2023-08-19,2028,7,92.04,EUR
1468,1331,2023-12-27,2003,7,127.2,DKK
1469,1007,2023-11-08,2012,8,73.95,EUR
1470,1026,2023-01-21,2017,7,127.53,USD
1471,1142,2023-01-21,2008,8,57.87,SEK
1472,1117,2023-10-17,2022,1,164.14,DKK
1473,1220,2023-11-07,2030,3,142.33,DKK
1474,1430,2023-03-14,2005,9,161.12,DKK
1475,1363,2023-03-22,2022,9,126.65,DKK
1476,1356,2023-07-28,2022,6,76.84,DKK
1477,1200,2023-08-12,2020,9,146.81,USD
1478,1465,2023-08-06,2009,2,91.93,EUR
1479,1256,2023-08-15,2014,1,8.03,DKK
1480,1476,2023-11-17,2031,3,85.93,EUR
1481,1164,2023-11-07,2010,1,153.19,EUR
1482,1034,2023-04-27,2034,9,72.31,EUR
1483,1113,2023-04-15,2041,8,37.26,EUR
1484,1055,2023-07-03,2037,5,156.6,DKK
1485,1033,2023-06-30,2013,5,86.45,EUR
1486,1261,2023-09-29,2041,6,68.65,EUR
1487,1134,2023-04-26,2010,8,54.1,USD
1488,1285,2023-09-01,2046,2,167.78,USD
1489,1412,2023-01-24,2024,9,78.46,DKK
1490,1165,2023-05-14,2016,6,200.55,EUR
1491,1478,2023-12-23,2026,2,53.24,EUR
1492,1358,2023-05-01,2009,9,214.52,EUR
1493,1462,2023-05-07,2026,8,106.9,SEK
1494,1301,2023-06-16,2032,6,97.57,USD
1495,1096,2023-10-16,2009,6,136.2,EUR
1496,1090,2023-08-16,2043,4,177.97,EUR
1497,1204,2023-12-03,2017,3,55.3,EUR
1498,1090,2023-04-15,2026,6,30.39,DKK
1499,1436,2023-02-04,2028,4,126.08,USD
1500,1393,2023-05-28,2014,5,96.75,USD
1501,1055,2023-02-21,2048,6,140.68,EUR
1502,1471,2023-05-25,2013,8,69.82,EUR
1503,1164,2023-03-27,2024,1,125.4,DKK
1504,1364,2023-05-14,2044,3,1.52,USD
1505,1483,2023-07-06,2008,3,92.66,USD
1506,1147,2023-04-16,2043,4,71.69,EUR
1507,1207,2023-08-15,2024,1,207.18,USD
1508,1003,2023-11-03,2043,9,121.77,EUR
1509,1060,2023-12-07,2032,7,126.4,EUR
1510,1289,2023-06-03,2048,1,113.22,SEK
1511,1065,2023-07-26,2005,3,0.0,DKK
1512,1284,2023-06-07,2024,3,130.62,EUR
1513,1080,2023-10-11,2037,8,130.8,SEK
1514,1357,2023-04-18,2020,6,34.72,EUR
1515,1029,2023-12-02,2048,9,70.56,EUR
1516,1257,2023-12-12,2009,5,61.99,SEK
1517,1298,2023-07-24,2042,4,129.91,SEK
1518,1489,2023-11-08,2042,9,209.1,DKK
1519,1059,2023-05-13,2040,4,120.18,EUR
1520,1083,2023-02-25,2027,9,31.8,DKK
1521,1031,2023-11-10,2000,5,53.11,SEK
1522,1330,2023-11-15,2005,6,151.12,USD
1523,1034,2023-07-29,2033,8,128.74,EUR
1524,1077,2023-06-13,2039,4,38.35,USD
1525,1148,2023-05-26,2030,7,165.45,EUR
1526,1004,2023-03-01,2015,3,71.78,USD
1527,1175,2023-08-29,2024,7,84.11,EUR
1528,1474,2023-11-29,2029,6,81.73,SEK
1529,1264,2023-05-08,2022,7,-3.78,DKK
1530,1122,2023-10-06,2044,4,168.61,EUR
1531,1394,2023-02-18,2034,4,79.72,EUR
1532,1040,2023-07-06,2003,7,120.69,USD
1533,1286,2023-06-08,2024,5,32.02,EUR
1534,1431,2023-07-23,2020,6,151.29,EUR
1535,1029,2023-08-31,2019,2,-5.0,DKK
1536,1092,2023-02-05,2040,5,-15.19,EUR
1537,1421,2023-03-08,2012,5,9.47,EUR
1538,1330,2023-02-22,2009,2,99.12,DKK
1539,1496,2023-12-26,2036,4,50.43,SEK
1540,1307,2023-05-17,2014,6,171.22,EUR
1541,1435,2023-03-15,2033,2,16.7,USD
1542,1173,2023-10-01,2004,6,163.72,DKK
1543,1221,2023-04-04,2032,5,135.57,DKK
1544,1038,2023-10-08,2010,6,36.88,USD
1545,1337,2023-04-19,2008,2,76.03,EUR
1546,1496,2023-06-30,2032,2,100.12,EUR
1547,1013,2023-09-16,2032,2,177.71,EUR
1548,1000,2023-09-11,2048,6,153.87,DKK
1549,1048,2023-01-21,2028,6,95.72,EUR
1550,1360,2023-07-30,2040,6,104.95,USD
1551,1098,2023-02-06,2005,6,82.31,EUR
1552,1206,2023-01-19,2007,4,139.89,DKK
1553,1441,2023-05-04,2006,7,201.74,USD
1554,1329,2023-10-02,2016,9,91.3,EUR
1555,1294,2023-09-10,2005,1,49.79,EUR
1556,1274,2023-09-20,2011,9,71.64,DKK
1557,1242,2023-06-10,2039,7,116.5,EUR
1558,1390,2023-05-13,2024,2,50.75,USD
1559,1093,2023-11-05,2041,8,68.56,USD
1560,1002,2023-03-27,2039,6,225.46,DKK
1561,1192,2023-05-07,2013,8,43.7,DKK
1562,1183,2023-12-24,2005,2,171.06,SEK
1563,1473,2023-06-30,2024,6,97.2,EUR
1564,1023,2023-05-07,2019,8,111.18,EUR
1565,1157,2023-11-18,2038,4,125.81,DKK
1566,1150,2023-08-30,2005,2,128.96,EUR
1567,1187,2023-03-26,2021,8,94.18,USD
1568,1457,2023-04-08,2045,8,83.24,USD
1569,1205,2023-05-05,2002,3,112.55,DKK
1570,1458,2023-08-22,2012,3,106.7,EUR
1571,1025,2023-10-19,2019,3,55.11,USD
1572,1243,2023-01-07,2048,6,130.81,DKK
1573,1366,2023-10-09,2020,9,79.43,EUR
1574,1232,2023-01-28,2045,7,70.45,DKK
1575,1458,2023-10-03,2007,2,44.71,EUR
1576,1492,2023-10-31,2045,6,0.05,SEK
1577,1234,2023-11-02,2033,9,-39.7,EUR
1578,1187,2023-12-14,2006,8,12.21,EUR
1579,1182,2023-12-12,2045,8,116.16,EUR
1580,1186,2023-07-15,2041,4,113.54,USD
1581,1172,2023-07-12,2038,4,138.07,USD
1582,1402,2023-03-19,2002,9,25.0,EUR
1583,1129,2023-11-18,2008,4,113.83,EUR
1584,1265,2023-06-19,2017,5,132.42,DKK
1585,1175,2023-06-21,2028,7,30.7,USD
1586,1054,2023-02-13,2017,3,75.36,EUR
1587,1128,2023-05-11,2048,2,142.65,SEK
1588,1204,2023-01-07,2038,2,33.82,EUR
1589,1442,2023-02-21,2043,5,78.41,EUR
1590,1042,2023-11-26,2008,6,31.82,EUR
1591,1374,2023-09-11,2031,4,24.99,EUR
1592,1252,2023-04-14,2034,8,68.46,EUR
1593,1382,2023-09-09,2005,1,-28.76,EUR
1594,1010,2023-09-08,2049,5,57.3,USD
1595,1103,2023-06-30,2042,1,0.0,DKK
1596,1209,2023-10-22,2024,9,139.17,EUR
1597,1443,2023-02-22,2021,8,110.31,EUR
1598,1057,2023-08-30,2016,9,-43.08,EUR
1599,1406,2023-10-10,2019,9,132.62,EUR
1600,1000,2023-05-01,2035,4,143.86,SEK
1601,1433,2023-03-27,2034,8,16.81,EUR
1602,1354,2023-04-23,2018,3,113.38,DKK
1603,1071,2023-06-05,2028,9,24.27,EUR
1604,1093,2023-01-31,2034,1,161.58,SEK
1605,1306,2023-05-06,2042,2,116.77,DKK
1606,1085,2023-09-25,2020,6,92.89,EUR
1607,1333,2023-04-17,2037,7,86.96,EUR
1608,1036,2023-11-03,2025,6,37.4,EUR
1609,1203,2023-11-15,2028,5,50.31,USD
1610,1381,2023-12-01,2033,6,98.43,
1611,1317,2023-01-26,2041,1,3.78,EUR
1612,1272,2023-06-03,2026,3,57.96,EUR
1613,1393,2023-01-28,2022,8,121.1,USD
1614,1380,2023-11-15,2014,1,69.39,EUR
1615,1354,2023-02-10,2036,2,52.98,DKK
1616,1102,2023-11-16,2004,6,59.72,EUR
1617,1230,2023-07-22,2044,9,113.18,SEK
1618,1028,2023-12-04,2044,4,86.09,EUR
1619,1369,2023-06-07,2035,2,147.95,USD
1620,1327,2023-12-01,2034,6,157.18,DKK
1621,1353,2023-10-04,2016,3,37.99,DKK
1622,1328,2023-07-05,2002,4,69.67,EUR
1623,1283,2023-08-08,2033,3,63.21,EUR
1624,1211,2023-07-26,2048,4,63.79,EUR
1625,1383,2023-07-10,2007,6,122.83,EUR
1626,1022,2023-07-23,2006,2,56.08,EUR
1627,1475,2023-07-12,2021,6,-5.95,USD
1628,1416,2023-05-18,2030,7,49.25,DKK
1629,1352,2023-03-30,2015,2,213.78,DKK
1630,1336,2023-12-17,2037,1,153.17,USD
1631,1036,2023-05-08,2026,2,7.5,EUR
1632,1311,2023-01-19,2037,2,196.59,EUR
1633,1066,2023-09-03,2036,2,156.08,EUR
1634,1181,2023-04-17,2047,8,62.1,EUR
1635,1266,2023-10-19,2027,6,83.92,EUR
1636,1312,2023-12-26,2038,4,198.34,DKK
1637,1067,2023-09-06,2024,2,91.22,DKK
1638,1283,2023-01-12,2026,3,109.26,EUR
1639,1433,2023-06-30,2015,6,100.21,EUR
1640,1403,2023-03-13,2037,7,111.62,USD
1641,1040,2023-08-25,2011,7,-0.55,DKK
1642,1190,2023-09-26,2027,9,138.91,EUR
1643,1274,2023-06-11,2010,8,124.41,USD
1644,1347,2023-04-16,2022,9,35.92,EUR
1645,1114,2023-04-04,2001,5,117.68,EUR
1646,1007,2023-03-16,2006,5,192.08,EUR
1647,1390,2023-11-28,2042,6,50.47,USD
1648,1399,2023-08-31,2040,2,92.19,EUR
1649,1304,2023-08-26,2005,9,124.17,EUR
1650,1111,2023-04-29,2033,4,114.3,EUR
1651,1373,2023-02-22,2035,1,-24.32,DKK
1652,1387,2023-02-27,2002,4,145.41,EUR
1653,1448,2023-05-10,2037,2,194.94,EUR
1654,1260,2023-07-25,2016,2,39.04,DKK
1655,1029,2023-06-30,2015,8,129.34,USD
1656,1466,2023-11-27,2032,8,154.53,EUR
1657,1037,2023-11-07,2013,7,143.04,EUR
1658,1420,2023-12-11,2011,8,72.13,EUR
1659,1203,2023-12-17,2001,7,59.89,USD
1660,1499,2023-09-09,2005,8,48.98,DKK
1661,1014,2023-09-24,2032,9,120.44,EUR
1662,1254,2023-03-11,2047,4,149.32,USD
1663,1155,2023-03-23,2048,2,106.05,EUR
1664,1346,2023-07-17,2035,9,176.83,DKK
1665,1086,2023-12-30,2030,3,58.83,DKK
1666,1141,2023-06-11,2003,2,165.31,EUR
1667,1088,2023-01-08,2019,7,104.87,USD
1668,1280,2023-04-27,2041,2,108.96,SEK
1669,1211,2023-03-17,2038,9,120.98,USD
1670,1146,2023-01-17,2035,8,73.16,EUR
1671,1447,2023-02-09,2013,7,56.45,DKK
1672,1398,2023-05-10,2009,6,80.97,DKK
1673,1377,2023-12-06,2041,9,212.46,EUR
1674,1413,2023-02-20,2045,5,148.52,DKK
1675,1496,2023-01-19,2018,2,101.57,USD
1676,1238,2023-01-09,2013,3,63.18,EUR
1677,1179,2023-05-27,2038,1,142.07,EUR
1678,1023,2023-12-22,2017,4,0.0,DKK
1679,1497,2023-01-08,2006,7,0.0,SEK
1680,1069,2023-12-30,2033,4,105.33,EUR
1681,1242,2023-09-08,2031,5,54.47,USD
1682,1488,2023-02-22,2018,9,74.65,DKK
1683,1240,2023-04-15,2010,8,160.66,EUR
1684,1479,2023-07-02,2035,1,143.27,EUR
1685,1051,2023-10-11,2046,4,148.8,USD
1686,1436,2023-09-23,2041,8,76.12,EUR
1687,1033,2023-06-01,2046,8,66.74,DKK
1688,1420,2023-04-25,2035,2,97.02,DKK
1689,1468,2023-11-25,2002,7,84.33,EUR
1690,1494,2023-05-28,2013,7,175.37,EUR
1691,1300,2023-05-10,2025,6,152.85,EUR
1692,1265,2023-10-04,2035,7,191.17,DKK
1693,1235,2023-02-25,2031,4,125.02,EUR
1694,1376,2023-11-19,2002,5,83.21,EUR
1695,1000,2023-10-06,2007,1,71.49,USD
1696,1100,2023-08-17,2041,9,68.48,EUR
1697,1145,2023-02-18,2006,7,111.02,SEK
1698,1258,2023-09-03,2014,5,72.64,EUR
1699,1178,2023-07-01,2002,6,80.78,SEK
1700,1043,2023-02-21,2014,6,108.02,EUR
1701,1481,2023-04-03,2012,8,205.52,EUR
1702,1068,2023-07-11,2030,1,136.34,EUR
1703,1369,2023-02-06,2049,6,96.98,DKK
1704,1078,2023-05-07,2006,7,110.32,USD
1705,1093,2023-03-12,2023,8,49.22,DKK
1706,1089,2023-06-21,2048,5,35.56,EUR
1707,1411,2023-04-28,2041,9,0.0,EUR
1708,1497,2023-03-28,2022,7,147.71,DKK
1709,1439,2023-05-26,2049,8,52.54,DKK
1710,1057,2023-06-22,2020,3,117.36,SEK
1711,1439,2023-01-04,2019,1,64.46,SEK
1712,1375,2023-03-25,2017,3,145.72,DKK
1713,1307,2023-03-02,2040,1,127.64,DKK
1714,1217,2023-04-07,2006,3,50.71,EUR
1715,1262,2023-11-02,2026,9,65.19,USD
1716,1416,2023-09-16,2033,1,112.38,SEK
1717,1076,2023-10-15,2012,9,66.15,DKK
1718,1267,2023-02-08,2032,7,65.4,EUR
1719,1166,2023-07-24,2027,9,45.92,EUR
1720,1301,2023-04-20,2025,6,175.73,USD
1721,1444,2023-09-03,2017,9,-2.55,USD
1722,1380,2023-05-09,2042,1,95.88,USD
1723,1162,2023-06-04,2030,9,34.28,EUR
1724,1280,2023-02-23,2041,1,69.11,DKK
1725,1446,2023-07-02,2004,7,25.63,EUR
1726,1407,2023-03-03,2010,8,136.12,EUR
1727,1480,2023-03-24,2003,8,155.04,USD
1728,1499,2023-06-26,2023,2,95.88,EUR
1729,1408,2023-06-01,2046,5,123.1,EUR
1730,1375,2023-06-25,2049,6,95.24,SEK
1731,1284,2023-12-16,2036,9,50.5,USD
1732,1459,2023-01-09,2047,6,99.28,DKK
1733,1268,2023-04-26,2002,8,126.36,USD
1734,1180,2023-04-20,2047,7,27.39,SEK
1735,1009,2023-03-12,2027,1,-17.18,EUR
1736,1345,2023-08-02,2034,5,115.03,USD
1737,1464,2023-12-11,2027,3,145.54,USD
1738,1369,2023-11-15,2042,5,65.51,EUR
1739,1493,2023-09-26,2047,7,-19.34,EUR
1740,1003,2023-07-22,2041,7,86.13,SEK
1741,1126,2023-09-12,2007,6,-24.72,EUR
1742,1398,2023-12-16,2008,7,101.6,USD
1743,1298,2023-02-27,2012,9,57.31,SEK
1744,1071,2023-01-10,2001,2,81.65,EUR
1745,1448,2023-03-12,2019,5,225.06,EUR
1746,1339,2023-06-24,2048,1,16.8,EUR
1747,1440,2023-05-13,2003,7,79.19,EUR
1748,1385,2023-05-21,2004,5,-14.48,EUR
1749,1147,2023-11-23,2017,1,60.42,USD
1750,1378,2023-11-07,2023,8,15.79,SEK
1751,1224,2023-04-29,2032,6,122.53,SEK
1752,1360,2023-11-25,2025,7,-18.76,DKK
1753,1167,2023-11-10,2008,2,81.94,DKK
1754,1184,2023-06-21,2022,6,85.14,DKK
1755,1087,2023-03-24,2018,2,208.98,EUR
1756,1429,2023-05-26,2046,4,72.33,DKK
1757,1129,2023-11-25,2031,1,47.79,DKK
1758,1146,2023-08-17,2037,6,85.22,DKK
1759,1457,2023-04-04,2007,3,170.2,USD
1760,1050,2023-02-05,2009,1,23.47,EUR
1761,1394,2023-08-15,2040,7,102.4,USD
1762,1455,2023-01-18,2010,9,121.45,EUR
1763,1498,2023-07-26,2041,4,115.51,DKK
1764,1248,2023-11-20,2006,4,80.53,EUR
1765,1354,2023-11-18,2011,4,58.34,USD
1766,1171,2023-09-19,2013,4,20.51,EUR
1767,1102,2023-01-09,2035,8,51.69,EUR
1768,1017,2023-04-01,2030,6,143.77,EUR
1769,1323,2023-10-11,2027,8,182.41,SEK
1770,1036,2023-08-05,2016,8,126.36,EUR
1771,1157,2023-10-28,2042,5,71.15,EUR
1772,1185,2023-01-18,2018,5,82.07,EUR
1773,1195,2023-12-30,2006,5,147.51,EUR
1774,1097,2023-05-25,2005,6,112.84,USD
1775,1273,2023-10-07,2048,7,106.44,USD
1776,1391,2023-08-09,2034,8,103.33,EUR
1777,1034,2023-09-27,2024,1,58.12,EUR
1778,1278,2023-09-11,2038,4,-21.27,EUR
1779,1417,2023-11-21,2017,4,102.99,USD
1780,1049,2023-08-04,2039,2,70.65,EUR
1781,1169,2023-01-05,2046,5,183.38,EUR
1782,1275,2023-02-23,2005,3,108.98,SEK
1783,1426,2023-12-12,2038,5,97.22,EUR
1784,1127,2023-12-06,2029,2,83.47,USD
1785,1182,2023-05-08,2017,9,99.69,EUR
1786,1182,2023-10-20,2014,8,45.72,EUR
1787,1332,2023-01-11,2037,2,83.41,DKK
1788,1372,2023-03-05,2024,7,107.49,DKK
1789,1437,2023-01-16,2036,5,119.03,EUR
1790,1115,2023-03-29,2014,1,170.76,EUR
1791,1018,2023-11-05,2014,8,129.08,EUR
1792,1099,2023-11-29,2047,8,89.35,SEK
1793,1192,2023-04-15,2014,9,154.93,EUR
1794,1225,2023-02-17,2044,8,82.68,EUR
1795,1247,2023-11-08,2014,8,84.6,EUR
1796,1223,2023-10-20,2029,1,116.31,SEK
1797,1407,2023-12-16,2028,6,60.69,EUR
1798,1492,2023-11-27,2021,5,153.17,EUR
1799,1453,2023-04-04,2040,1,67.27,EUR
1800,1113,2023-08-01,2046,8,99.93,EUR
1801,1000,2023-04-29,2000,3,79.36,EUR
1802,1065,2023-12-17,2009,5,159.44,USD
1803,1194,2023-12-03,2042,9,109.08,USD
1804,1240,2023-02-19,2020,2,96.54,EUR
1805,1171,2023-03-27,2032,9,196.78,EUR
1806,1104,2023-08-10,2036,4,152.42,DKK
1807,1188,2023-09-27,2004,2,69.73,EUR
1808,1381,2023-03-15,2000,4,119.75,EUR
1809,1166,2023-08-07,2022,4,45.71,SEK
1810,1172,2023-08-08,2014,7,79.29,USD
1811,1293,2023-12-09,2039,6,39.89,USD
1812,1423,2023-11-06,2020,3,66.42,DKK
1813,1347,2023-12-05,2037,6,44.92,DKK
1814,1044,2023-01-09,2011,4,95.67,SEK
1815,1326,2023-11-13,2015,8,145.49,USD
1816,1140,2023-10-25,2034,4,76.08,EUR
1817,1051,2023-09-08,2001,2,117.51,SEK
1818,1279,2023-07-17,2045,7,85.71,EUR
1819,1449,2023-02-02,2020,1,140.56,DKK
1820,1441,2023-06-20,2002,5,97.58,EUR
1821,1219,2023-10-02,2025,9,167.42,EUR
1822,1455,2023-01-18,2035,5,38.58,SEK
1823,1163,2023-07-07,2015,6,137.43,USD
1824,1389,2023-04-30,2034,7,83.96,USD
1825,1305,2023-07-20,2035,7,98.67,EUR
1826,1318,2023-10-11,2023,2,67.14,EUR
1827,1211,2023-01-08,2038,6,52.28,USD
1828,1448,2023-02-11,2044,4,108.15,EUR
1829,1300,2023-01-02,2018,1,157.97,EUR
1830,1264,2023-01-14,2011,9,134.21,USD
1831,1225,2023-08-17,2007,7,76.32,USD
1832,1025,2023-02-01,2029,9,94.77,DKK
1833,1130,2023-03-30,2026,9,53.23,DKK
